Reference,Item number,Type,Word,Movies Count,Movies Total Count,Movies Frequency per 1000 words
Levesque et al. (2017),528,Input,baker,0,66112,0.0
Levesque et al. (2017),528,Target,bake,0,66112,0.0
Levesque et al. (2017),529,Input,assist,2,66112,0.030251694094869313
Levesque et al. (2017),529,Target,assistance,0,66112,0.0
Levesque et al. (2017),530,Input,guidance,1,66112,0.015125847047434656
Levesque et al. (2017),530,Target,guide,2,66112,0.030251694094869313
Levesque et al. (2017),531,Input,produce,0,66112,0.0
Levesque et al. (2017),531,Target,production,0,66112,0.0
Levesque et al. (2017),532,Input,reliable,4,66112,0.060503388189738626
Levesque et al. (2017),532,Target,rely,1,66112,0.015125847047434656
Levesque et al. (2017),533,Input,teach,8,66112,0.12100677637947725
Levesque et al. (2017),533,Target,teacher,5,66112,0.07562923523717328
Levesque et al. (2017),534,Input,acceptance,0,66112,0.0
Levesque et al. (2017),534,Target,accept,14,66112,0.21176185866408517
Levesque et al. (2017),535,Input,profit,0,66112,0.0
Levesque et al. (2017),535,Target,profitable,0,66112,0.0
Levesque et al. (2017),536,Input,continuous,0,66112,0.0
Levesque et al. (2017),536,Target,continue,4,66112,0.060503388189738626
Levesque et al. (2017),537,Input,major,11,66112,0.1663843175217812
Levesque et al. (2017),537,Target,majority,0,66112,0.0
Levesque et al. (2017),538,Input,difference,8,66112,0.12100677637947725
Levesque et al. (2017),538,Target,differ,0,66112,0.0
Levesque et al. (2017),539,Input,remark,1,66112,0.015125847047434656
Levesque et al. (2017),539,Target,remarkable,0,66112,0.0
Levesque et al. (2017),540,Input,reduction,0,66112,0.0
Levesque et al. (2017),540,Target,reduce,0,66112,0.0
Levesque et al. (2017),541,Input,revise,0,66112,0.0
Levesque et al. (2017),541,Target,revision,0,66112,0.0
Levesque et al. (2017),542,Input,runner,0,66112,0.0
Levesque et al. (2017),542,Target,run,22,66112,0.3327686350435624
Levesque et al. (2017),543,Input,equal,0,66112,0.0
Levesque et al. (2017),543,Target,equality,1,66112,0.015125847047434656
Levesque et al. (2017),544,Input,election,1,66112,0.015125847047434656
Levesque et al. (2017),544,Target,elect,0,66112,0.0
Levesque et al. (2017),545,Input,express,0,66112,0.0
Levesque et al. (2017),545,Target,expression,1,66112,0.015125847047434656
Levesque et al. (2017),546,Input,width,0,66112,0.0
Levesque et al. (2017),546,Target,wide,1,66112,0.015125847047434656
Levesque et al. (2017),547,Input,perform,1,66112,0.015125847047434656
Levesque et al. (2017),547,Target,performance,0,66112,0.0
Levesque et al. (2017),548,Input,dryer,0,66112,0.0
Levesque et al. (2017),548,Target,dry,5,66112,0.07562923523717328
Levesque et al. (2017),549,Input,adventure,5,66112,0.07562923523717328
Levesque et al. (2017),549,Target,adventurous,0,66112,0.0
Levesque et al. (2017),550,Input,admission,0,66112,0.0
Levesque et al. (2017),550,Target,admit,3,66112,0.04537754114230397
Levesque et al. (2017),551,Input,active,1,66112,0.015125847047434656
Levesque et al. (2017),551,Target,activity,1,66112,0.015125847047434656
Levesque et al. (2017),552,Input,decision,3,66112,0.04537754114230397
Levesque et al. (2017),552,Target,decide,2,66112,0.030251694094869313
Levesque et al. (2017),553,Input,humor,3,66112,0.04537754114230397
Levesque et al. (2017),553,Target,humorous,0,66112,0.0
Levesque et al. (2017),554,Input,division,0,66112,0.0
Levesque et al. (2017),554,Target,divide,0,66112,0.0
Levesque et al. (2017),555,Input,human,3,66112,0.04537754114230397
Levesque et al. (2017),555,Target,humanity,0,66112,0.0
Levesque et al. (2017),556,Input,agreeable,0,66112,0.0
Levesque et al. (2017),556,Target,agree,2,66112,0.030251694094869313
Levesque et al. (2017),557,Input,glory,2,66112,0.030251694094869313
Levesque et al. (2017),557,Target,glorious,1,66112,0.015125847047434656
Levesque et al. (2017),558,Input,discussion,2,66112,0.030251694094869313
Levesque et al. (2017),558,Target,discuss,1,66112,0.015125847047434656
Levesque et al. (2017),559,Input,mystery,2,66112,0.030251694094869313
Levesque et al. (2017),559,Target,mysterious,2,66112,0.030251694094869313
Levesque et al. (2017),560,Input,description,0,66112,0.0
Levesque et al. (2017),560,Target,describe,1,66112,0.015125847047434656
Tong et al. (2013),561,Input,strong,12,66112,0.18151016456921587
Tong et al. (2013),561,Target,strongest,1,66112,0.015125847047434656
Tong et al. (2013),562,Input,chill,1,66112,0.015125847047434656
Tong et al. (2013),562,Target,chilly,0,66112,0.0
Tong et al. (2013),563,Input,write,14,66112,0.21176185866408517
Tong et al. (2013),563,Target,writer,5,66112,0.07562923523717328
Tong et al. (2013),564,Input,curl,0,66112,0.0
Tong et al. (2013),564,Target,curly,0,66112,0.0
Tong et al. (2013),565,Input,store,1,66112,0.015125847047434656
Tong et al. (2013),565,Target,storage,0,66112,0.0
Tong et al. (2013),566,Input,bite,7,66112,0.10588092933204259
Tong et al. (2013),566,Target,biting,1,66112,0.015125847047434656
Tong et al. (2013),567,Input,goose,2,66112,0.030251694094869313
Tong et al. (2013),567,Target,geese,0,66112,0.0
Tong et al. (2013),568,Input,obedient,1,66112,0.015125847047434656
Tong et al. (2013),568,Target,obedience,0,66112,0.0
Tong et al. (2013),569,Input,strong,12,66112,0.18151016456921587
Tong et al. (2013),569,Target,strength,11,66112,0.1663843175217812
Tong et al. (2013),570,Input,clean,1,66112,0.015125847047434656
Tong et al. (2013),570,Target,cleaner,0,66112,0.0
Tong et al. (2013),571,Input,deep,3,66112,0.04537754114230397
Tong et al. (2013),571,Target,depth,0,66112,0.0
Tong et al. (2013),572,Input,mouse,0,66112,0.0
Tong et al. (2013),572,Target,mice,1,66112,0.015125847047434656
Tong et al. (2013),573,Input,scratch,0,66112,0.0
Tong et al. (2013),573,Target,scratched,0,66112,0.0
Tong et al. (2013),574,Input,true,26,66112,0.39327202323330107
Tong et al. (2013),574,Target,truth,6,66112,0.09075508228460794
Tong et al. (2013),575,Input,farm,9,66112,0.13613262342691193
Tong et al. (2013),575,Target,farmer,0,66112,0.0
Tong et al. (2013),576,Input,mild,0,66112,0.0
Tong et al. (2013),576,Target,mildly,0,66112,0.0
Tong et al. (2013),577,Input,sing,1,66112,0.015125847047434656
Tong et al. (2013),577,Target,sang,1,66112,0.015125847047434656
Tong et al. (2013),578,Input,science,5,66112,0.07562923523717328
Tong et al. (2013),578,Target,scientist,1,66112,0.015125847047434656
Tong et al. (2013),579,Input,shrink,0,66112,0.0
Tong et al. (2013),579,Target,shrinkage,0,66112,0.0
Tong et al. (2013),580,Input,bold,2,66112,0.030251694094869313
Tong et al. (2013),580,Target,boldly,0,66112,0.0
Tong et al. (2013),581,Input,fly,16,66112,0.2420135527589545
Tong et al. (2013),581,Target,flying,3,66112,0.04537754114230397
Tong et al. (2011),582,Input,walk,14,66112,0.21176185866408517
Tong et al. (2011),582,Target,walked,3,66112,0.04537754114230397
Tong et al. (2011),583,Input,sneaker,0,66112,0.0
Tong et al. (2011),583,Target,sneakers,0,66112,0.0
Tong et al. (2011),584,Input,low,5,66112,0.07562923523717328
Tong et al. (2011),584,Target,lower,1,66112,0.015125847047434656
Tong et al. (2011),585,Input,stood,2,66112,0.030251694094869313
Tong et al. (2011),585,Target,stand,17,66112,0.25713939980638917
Tong et al. (2011),586,Input,lose,11,66112,0.1663843175217812
Tong et al. (2011),586,Target,lost,13,66112,0.19663601161665054
Tong et al. (2011),587,Input,say,128,66112,1.936108422071636
Tong et al. (2011),587,Target,said,84,66112,1.270571151984511
Tong et al. (2011),588,Input,child,20,66112,0.30251694094869314
Tong et al. (2011),588,Target,children,7,66112,0.10588092933204259
Tong et al. (2011),589,Input,kept,3,66112,0.04537754114230397
Tong et al. (2011),589,Target,keep,38,66112,0.574782187802517
Tong et al. (2011),590,Input,taller,1,66112,0.015125847047434656
Tong et al. (2011),590,Target,tall,2,66112,0.030251694094869313
Tong et al. (2011),591,Input,fun,14,66112,0.21176185866408517
Tong et al. (2011),591,Target,funny,17,66112,0.25713939980638917
Tong et al. (2011),592,Input,bake,0,66112,0.0
Tong et al. (2011),592,Target,baker,0,66112,0.0
Tong et al. (2011),593,Input,sun,10,66112,0.15125847047434657
Tong et al. (2011),593,Target,sunny,0,66112,0.0
Tong et al. (2011),594,Input,work,48,66112,0.7260406582768635
Tong et al. (2011),594,Target,worker,23,66112,0.34789448209099705
Tong et al. (2011),595,Input,deep,3,66112,0.04537754114230397
Tong et al. (2011),595,Target,depth,0,66112,0.0
Tong et al. (2011),596,Input,action,5,66112,0.07562923523717328
Tong et al. (2011),596,Target,act,12,66112,0.18151016456921587
Tong et al. (2011),597,Input,art,2,66112,0.030251694094869313
Tong et al. (2011),597,Target,artist,2,66112,0.030251694094869313
Tong et al. (2011),598,Input,wide,1,66112,0.015125847047434656
Tong et al. (2011),598,Target,width,0,66112,0.0
Mahony et al. (2000),599,Input,person,10,66112,0.15125847047434657
Mahony et al. (2000),599,Target,personal,5,66112,0.07562923523717328
Mahony et al. (2000),600,Input,allow,6,66112,0.09075508228460794
Mahony et al. (2000),600,Target,allowance,1,66112,0.015125847047434656
Mahony et al. (2000),601,Input,beauty,2,66112,0.030251694094869313
Mahony et al. (2000),601,Target,beautiful,21,66112,0.3176427879961278
Mahony et al. (2000),602,Input,region,0,66112,0.0
Mahony et al. (2000),602,Target,regional,0,66112,0.0
Mahony et al. (2000),603,Input,bag,3,66112,0.04537754114230397
Mahony et al. (2000),603,Target,baggage,0,66112,0.0
Mahony et al. (2000),604,Input,pity,3,66112,0.04537754114230397
Mahony et al. (2000),604,Target,pitiful,0,66112,0.0
Mahony et al. (2000),605,Input,parent,1,66112,0.015125847047434656
Mahony et al. (2000),605,Target,parental,0,66112,0.0
Mahony et al. (2000),606,Input,history,14,66112,0.21176185866408517
Mahony et al. (2000),606,Target,historic,0,66112,0.0
Mahony et al. (2000),607,Input,atom,0,66112,0.0
Mahony et al. (2000),607,Target,atomic,4,66112,0.060503388189738626
Mahony et al. (2000),608,Input,superior,1,66112,0.015125847047434656
Mahony et al. (2000),608,Target,superiority,0,66112,0.0
Mahony et al. (2000),609,Input,poet,3,66112,0.04537754114230397
Mahony et al. (2000),609,Target,poetic,1,66112,0.015125847047434656
Mahony et al. (2000),610,Input,participate,0,66112,0.0
Mahony et al. (2000),610,Target,participation,0,66112,0.0
Mahony et al. (2000),611,Input,deep,3,66112,0.04537754114230397
Mahony et al. (2000),611,Target,depth,0,66112,0.0
Mahony et al. (2000),612,Input,sincere,0,66112,0.0
Mahony et al. (2000),612,Target,sincerity,0,66112,0.0
Mahony et al. (2000),613,Input,supervise,0,66112,0.0
Mahony et al. (2000),613,Target,supervision,0,66112,0.0
Mahony et al. (2000),614,Input,meter,0,66112,0.0
Mahony et al. (2000),614,Target,metric,0,66112,0.0
Mahony et al. (2000),615,Input,nature,5,66112,0.07562923523717328
Mahony et al. (2000),615,Target,natural,8,66112,0.12100677637947725
Mahony et al. (2000),616,Input,add,2,66112,0.030251694094869313
Mahony et al. (2000),616,Target,addition,0,66112,0.0
Mahony et al. (2000),617,Input,associate,0,66112,0.0
Mahony et al. (2000),617,Target,association,0,66112,0.0
Mahony et al. (2000),618,Input,concentrate,1,66112,0.015125847047434656
Mahony et al. (2000),618,Target,concentration,0,66112,0.0
Mahony et al. (2000),619,Input,divide,0,66112,0.0
Mahony et al. (2000),619,Target,division,0,66112,0.0
Mahony et al. (2000),620,Input,relate,0,66112,0.0
Mahony et al. (2000),620,Target,relation,0,66112,0.0
Mahony et al. (2000),621,Input,decide,2,66112,0.030251694094869313
Mahony et al. (2000),621,Target,decision,3,66112,0.04537754114230397
Mahony et al. (2000),622,Input,reduce,0,66112,0.0
Mahony et al. (2000),622,Target,reduction,0,66112,0.0
Mahony et al. (2000),623,Input,sign,7,66112,0.10588092933204259
Mahony et al. (2000),623,Target,signature,0,66112,0.0
Mahony et al. (2000),624,Input,resign,0,66112,0.0
Mahony et al. (2000),624,Target,resignation,0,66112,0.0
Mahony et al. (2000),625,Input,bomb,8,66112,0.12100677637947725
Mahony et al. (2000),625,Target,bombard,0,66112,0.0
Mahony et al. (2000),626,Input,crumb,0,66112,0.0
Mahony et al. (2000),626,Target,crumble,0,66112,0.0
Mahony et al. (2000),627,Input,sign,7,66112,0.10588092933204259
Mahony et al. (2000),627,Target,signal,2,66112,0.030251694094869313
Mahony et al. (2000),628,Input,knowledge,3,66112,0.04537754114230397
Mahony et al. (2000),628,Target,acknowledge,0,66112,0.0
Wolter & Pike (2015),629,Input,cook,4,66112,0.060503388189738626
Wolter & Pike (2015),629,Target,cookery,0,66112,0.0
Wolter & Pike (2015),630,Input,equalize,0,66112,0.0
Wolter & Pike (2015),630,Target,equalize,0,66112,0.0
Wolter & Pike (2015),631,Input,odd,3,66112,0.04537754114230397
Wolter & Pike (2015),631,Target,oddity,0,66112,0.0
Wolter & Pike (2015),632,Input,odor,0,66112,0.0
Wolter & Pike (2015),632,Target,odorous,0,66112,0.0
Wolter & Pike (2015),633,Input,puzzle,0,66112,0.0
Wolter & Pike (2015),633,Target,puzzlement,0,66112,0.0
Wolter & Pike (2015),634,Input,secret,18,66112,0.27226524685382386
Wolter & Pike (2015),634,Target,secretive,0,66112,0.0
Wolter & Pike (2015),635,Input,wish,31,66112,0.4689012584704743
Wolter & Pike (2015),635,Target,wishful,0,66112,0.0
Wolter & Pike (2015),636,Input,ocean,1,66112,0.015125847047434656
Wolter & Pike (2015),636,Target,oceanaut,0,66112,0.0
Wolter & Pike (2015),637,Input,yellow,5,66112,0.07562923523717328
Wolter & Pike (2015),637,Target,yellowing,0,66112,0.0
Wolter & Pike (2015),638,Input,cover,0,66112,0.0
Wolter & Pike (2015),638,Target,coverlet,0,66112,0.0
Wolter & Pike (2015),639,Input,crazy,23,66112,0.34789448209099705
Wolter & Pike (2015),639,Target,craziness,0,66112,0.0
Wolter & Pike (2015),640,Input,pay,16,66112,0.2420135527589545
Wolter & Pike (2015),640,Target,payee,0,66112,0.0
Wolter & Pike (2015),641,Input,touch,11,66112,0.1663843175217812
Wolter & Pike (2015),641,Target,touchily,0,66112,0.0
Wolter & Pike (2015),642,Input,game,4,66112,0.060503388189738626
Wolter & Pike (2015),642,Target,gaming,0,66112,0.0
Wolter & Pike (2015),643,Input,guess,40,66112,0.6050338818973863
Wolter & Pike (2015),643,Target,guesser,0,66112,0.0
Wolter & Pike (2015),644,Input,age,3,66112,0.04537754114230397
Wolter & Pike (2015),644,Target,ageist,0,66112,0.0
Nagy et al. (2003),645,Input,climber,0,66112,0.0
Nagy et al. (2003),645,Target,climb,4,66112,0.060503388189738626
Nagy et al. (2003),646,Input,personal,5,66112,0.07562923523717328
Nagy et al. (2003),646,Target,person,10,66112,0.15125847047434657
Nagy et al. (2003),647,Input,sunny,0,66112,0.0
Nagy et al. (2003),647,Target,sun,10,66112,0.15125847047434657
Nagy et al. (2003),648,Input,flight,0,66112,0.0
Nagy et al. (2003),648,Target,fly,16,66112,0.2420135527589545
Nagy et al. (2003),649,Input,relative,0,66112,0.0
Nagy et al. (2003),649,Target,relate,0,66112,0.0
Nagy et al. (2003),650,Input,rainy,1,66112,0.015125847047434656
Nagy et al. (2003),650,Target,rain,6,66112,0.09075508228460794
Nagy et al. (2003),651,Input,depth,0,66112,0.0
Nagy et al. (2003),651,Target,deep,3,66112,0.04537754114230397
Nagy et al. (2003),652,Input,battle,5,66112,0.07562923523717328
Nagy et al. (2003),652,Target,bat,6,66112,0.09075508228460794
Nagy et al. (2003),653,Input,reasonable,3,66112,0.04537754114230397
Nagy et al. (2003),653,Target,reason,15,66112,0.22688770571151984
Nagy et al. (2003),654,Input,adorable,0,66112,0.0
Nagy et al. (2003),654,Target,adore,0,66112,0.0
Nagy et al. (2003),655,Input,national,6,66112,0.09075508228460794
Nagy et al. (2003),655,Target,nation,3,66112,0.04537754114230397
Nagy et al. (2003),656,Input,imaginary,0,66112,0.0
Nagy et al. (2003),656,Target,imagine,5,66112,0.07562923523717328
Nagy et al. (2003),657,Input,thinker,0,66112,0.0
Nagy et al. (2003),657,Target,think,233,66112,3.5243223620522746
Nagy et al. (2003),658,Input,laughter,1,66112,0.015125847047434656
Nagy et al. (2003),658,Target,laugh,14,66112,0.21176185866408517
Nagy et al. (2003),659,Input,global,0,66112,0.0
Nagy et al. (2003),659,Target,globe,0,66112,0.0
Nagy et al. (2003),660,Input,movement,2,66112,0.030251694094869313
Nagy et al. (2003),660,Target,move,25,66112,0.3781461761858664
Nagy et al. (2003),661,Input,tension,0,66112,0.0
Nagy et al. (2003),661,Target,tense,1,66112,0.015125847047434656
Nagy et al. (2003),662,Input,reality,0,66112,0.0
Nagy et al. (2003),662,Target,real,38,66112,0.574782187802517
Nagy et al. (2003),663,Input,sanity,0,66112,0.0
Nagy et al. (2003),663,Target,sane,0,66112,0.0
Nagy et al. (2003),664,Input,donation,0,66112,0.0
Nagy et al. (2003),664,Target,donate,0,66112,0.0
Nagy et al. (2003),665,Input,dinner,16,66112,0.2420135527589545
Nagy et al. (2003),665,Target,dine,0,66112,0.0
Nagy et al. (2003),666,Input,twelfth,0,66112,0.0
Nagy et al. (2003),666,Target,twelve,2,66112,0.030251694094869313
Nagy et al. (2003),667,Input,fortunate,0,66112,0.0
Nagy et al. (2003),667,Target,fortune,3,66112,0.04537754114230397
Nagy et al. (2003),668,Input,painful,2,66112,0.030251694094869313
Nagy et al. (2003),668,Target,pain,7,66112,0.10588092933204259
Nagy et al. (2003),669,Input,decision,3,66112,0.04537754114230397
Nagy et al. (2003),669,Target,decide,2,66112,0.030251694094869313
Nagy et al. (2003),670,Input,musical,1,66112,0.015125847047434656
Nagy et al. (2003),670,Target,music,5,66112,0.07562923523717328
Nagy et al. (2003),671,Input,action,5,66112,0.07562923523717328
Nagy et al. (2003),671,Target,act,12,66112,0.18151016456921587
Nagy et al. (2003),672,Input,fifty,12,66112,0.18151016456921587
Nagy et al. (2003),672,Target,five,39,66112,0.5899080348499516
Nagy et al. (2003),673,Input,permission,2,66112,0.030251694094869313
Nagy et al. (2003),673,Target,permit,0,66112,0.0
Nagy et al. (2003),674,Input,clarity,0,66112,0.0
Nagy et al. (2003),674,Target,clear,4,66112,0.060503388189738626
Nagy et al. (2003),675,Input,creative,1,66112,0.015125847047434656
Nagy et al. (2003),675,Target,create,4,66112,0.060503388189738626
Nagy et al. (2003),676,Input,loyalty,0,66112,0.0
Nagy et al. (2003),676,Target,loyal,2,66112,0.030251694094869313
Nagy et al. (2003),677,Input,ability,1,66112,0.015125847047434656
Nagy et al. (2003),677,Target,able,16,66112,0.2420135527589545
Nagy et al. (2003),678,Input,criminal,3,66112,0.04537754114230397
Nagy et al. (2003),678,Target,crime,2,66112,0.030251694094869313
Nagy et al. (2003),679,Input,reliable,4,66112,0.060503388189738626
Nagy et al. (2003),679,Target,rely,1,66112,0.015125847047434656
Nagy et al. (2003),680,Input,education,0,66112,0.0
Nagy et al. (2003),680,Target,educate,0,66112,0.0
Nagy et al. (2003),681,Input,election,1,66112,0.015125847047434656
Nagy et al. (2003),681,Target,elect,0,66112,0.0
Nagy et al. (2003),682,Input,deadly,2,66112,0.030251694094869313
Nagy et al. (2003),682,Target,dead,38,66112,0.574782187802517
James et al. (2021),683,Input,lemon,1,66112,0.015125847047434656
James et al. (2021),683,Target,lemons,0,66112,0.0
James et al. (2021),684,Input,ride,8,66112,0.12100677637947725
James et al. (2021),684,Target,rides,0,66112,0.0
James et al. (2021),685,Input,call,41,66112,0.620159728944821
James et al. (2021),685,Target,calls,8,66112,0.12100677637947725
James et al. (2021),686,Input,bend,1,66112,0.015125847047434656
James et al. (2021),686,Target,bent,1,66112,0.015125847047434656
James et al. (2021),687,Input,drop,7,66112,0.10588092933204259
James et al. (2021),687,Target,dropped,6,66112,0.09075508228460794
James et al. (2021),688,Input,elf,0,66112,0.0
James et al. (2021),688,Target,elves,0,66112,0.0
James et al. (2021),689,Input,beach,1,66112,0.015125847047434656
James et al. (2021),689,Target,beaches,0,66112,0.0
James et al. (2021),690,Input,nod,0,66112,0.0
James et al. (2021),690,Target,nodded,0,66112,0.0
James et al. (2021),691,Input,think,233,66112,3.5243223620522746
James et al. (2021),691,Target,thought,51,66112,0.7714181994191674
James et al. (2021),692,Input,tooth,1,66112,0.015125847047434656
James et al. (2021),692,Target,teeth,2,66112,0.030251694094869313
James et al. (2021),693,Input,lose,11,66112,0.1663843175217812
James et al. (2021),693,Target,loses,1,66112,0.015125847047434656
James et al. (2021),694,Input,cross,0,66112,0.0
James et al. (2021),694,Target,crosses,0,66112,0.0
James et al. (2021),695,Input,danger,4,66112,0.060503388189738626
James et al. (2021),695,Target,dangerous,7,66112,0.10588092933204259
James et al. (2021),696,Input,magic,1,66112,0.015125847047434656
James et al. (2021),696,Target,magician,0,66112,0.0
James et al. (2021),697,Input,electric,2,66112,0.030251694094869313
James et al. (2021),697,Target,electricity,0,66112,0.0
James et al. (2021),698,Input,please,67,66112,1.013431752178122
James et al. (2021),698,Target,pleasing,0,66112,0.0
James et al. (2021),699,Input,dark,6,66112,0.09075508228460794
James et al. (2021),699,Target,darkness,0,66112,0.0
James et al. (2021),700,Input,art,2,66112,0.030251694094869313
James et al. (2021),700,Target,artist,2,66112,0.030251694094869313
James et al. (2021),701,Input,ocean,1,66112,0.015125847047434656
James et al. (2021),701,Target,oceanic,0,66112,0.0
James et al. (2021),702,Input,act,12,66112,0.18151016456921587
James et al. (2021),702,Target,activity,1,66112,0.015125847047434656
James et al. (2021),703,Input,work,48,66112,0.7260406582768635
James et al. (2021),703,Target,worker,23,66112,0.34789448209099705
James et al. (2021),704,Input,wash,1,66112,0.015125847047434656
James et al. (2021),704,Target,washable,0,66112,0.0
Nagy et al. (2006),645,Input,climber,0,66112,0.0
Nagy et al. (2006),645,Target,climb,4,66112,0.060503388189738626
Nagy et al. (2006),646,Input,personal,5,66112,0.07562923523717328
Nagy et al. (2006),646,Target,person,10,66112,0.15125847047434657
Nagy et al. (2006),647,Input,sunny,0,66112,0.0
Nagy et al. (2006),647,Target,sun,10,66112,0.15125847047434657
Nagy et al. (2006),648,Input,flight,0,66112,0.0
Nagy et al. (2006),648,Target,fly,16,66112,0.2420135527589545
Nagy et al. (2006),649,Input,relative,0,66112,0.0
Nagy et al. (2006),649,Target,relate,0,66112,0.0
Nagy et al. (2006),650,Input,rainy,1,66112,0.015125847047434656
Nagy et al. (2006),650,Target,rain,6,66112,0.09075508228460794
Nagy et al. (2006),651,Input,depth,0,66112,0.0
Nagy et al. (2006),651,Target,deep,3,66112,0.04537754114230397
Nagy et al. (2006),652,Input,battle,5,66112,0.07562923523717328
Nagy et al. (2006),652,Target,bat,6,66112,0.09075508228460794
Nagy et al. (2006),653,Input,reasonable,3,66112,0.04537754114230397
Nagy et al. (2006),653,Target,reason,15,66112,0.22688770571151984
Nagy et al. (2006),654,Input,adorable,0,66112,0.0
Nagy et al. (2006),654,Target,adore,0,66112,0.0
Nagy et al. (2006),655,Input,national,6,66112,0.09075508228460794
Nagy et al. (2006),655,Target,nation,3,66112,0.04537754114230397
Nagy et al. (2006),656,Input,imaginary,0,66112,0.0
Nagy et al. (2006),656,Target,imagine,5,66112,0.07562923523717328
Nagy et al. (2006),657,Input,thinker,0,66112,0.0
Nagy et al. (2006),657,Target,think,233,66112,3.5243223620522746
Nagy et al. (2006),658,Input,laughter,1,66112,0.015125847047434656
Nagy et al. (2006),658,Target,laugh,14,66112,0.21176185866408517
Nagy et al. (2006),659,Input,global,0,66112,0.0
Nagy et al. (2006),659,Target,globe,0,66112,0.0
Nagy et al. (2006),660,Input,movement,2,66112,0.030251694094869313
Nagy et al. (2006),660,Target,move,25,66112,0.3781461761858664
Nagy et al. (2006),661,Input,tension,0,66112,0.0
Nagy et al. (2006),661,Target,tense,1,66112,0.015125847047434656
Nagy et al. (2006),662,Input,reality,0,66112,0.0
Nagy et al. (2006),662,Target,real,38,66112,0.574782187802517
Nagy et al. (2006),663,Input,sanity,0,66112,0.0
Nagy et al. (2006),663,Target,sane,0,66112,0.0
Nagy et al. (2006),664,Input,donation,0,66112,0.0
Nagy et al. (2006),664,Target,donate,0,66112,0.0
Nagy et al. (2006),665,Input,dinner,16,66112,0.2420135527589545
Nagy et al. (2006),665,Target,dine,0,66112,0.0
Nagy et al. (2006),666,Input,twelfth,0,66112,0.0
Nagy et al. (2006),666,Target,twelve,2,66112,0.030251694094869313
Nagy et al. (2006),667,Input,fortunate,0,66112,0.0
Nagy et al. (2006),667,Target,fortune,3,66112,0.04537754114230397
Nagy et al. (2006),668,Input,painful,2,66112,0.030251694094869313
Nagy et al. (2006),668,Target,pain,7,66112,0.10588092933204259
Nagy et al. (2006),669,Input,decision,3,66112,0.04537754114230397
Nagy et al. (2006),669,Target,decide,2,66112,0.030251694094869313
Nagy et al. (2006),670,Input,musical,1,66112,0.015125847047434656
Nagy et al. (2006),670,Target,music,5,66112,0.07562923523717328
Nagy et al. (2006),671,Input,action,5,66112,0.07562923523717328
Nagy et al. (2006),671,Target,act,12,66112,0.18151016456921587
Nagy et al. (2006),672,Input,fifty,12,66112,0.18151016456921587
Nagy et al. (2006),672,Target,five,39,66112,0.5899080348499516
Nagy et al. (2006),673,Input,permission,2,66112,0.030251694094869313
Nagy et al. (2006),673,Target,permit,0,66112,0.0
Nagy et al. (2006),674,Input,clarity,0,66112,0.0
Nagy et al. (2006),674,Target,clear,4,66112,0.060503388189738626
Nagy et al. (2006),675,Input,creative,1,66112,0.015125847047434656
Nagy et al. (2006),675,Target,create,4,66112,0.060503388189738626
Nagy et al. (2006),676,Input,loyalty,0,66112,0.0
Nagy et al. (2006),676,Target,loyal,2,66112,0.030251694094869313
Nagy et al. (2006),677,Input,ability,1,66112,0.015125847047434656
Nagy et al. (2006),677,Target,able,16,66112,0.2420135527589545
Nagy et al. (2006),678,Input,criminal,3,66112,0.04537754114230397
Nagy et al. (2006),678,Target,crime,2,66112,0.030251694094869313
Nagy et al. (2006),679,Input,reliable,4,66112,0.060503388189738626
Nagy et al. (2006),679,Target,rely,1,66112,0.015125847047434656
Nagy et al. (2006),680,Input,education,0,66112,0.0
Nagy et al. (2006),680,Target,educate,0,66112,0.0
Nagy et al. (2006),681,Input,election,1,66112,0.015125847047434656
Nagy et al. (2006),681,Target,elect,0,66112,0.0
Nagy et al. (2006),682,Input,deadly,2,66112,0.030251694094869313
Nagy et al. (2006),682,Target,dead,38,66112,0.574782187802517
